Filename,Identifier,ScientificName,CommonName,Comments
"Heterocampa_obliqua,_Oblique_Heterocampa,I_PBA248.jpg",I_PBA248,Heterocampa obliqua,Oblique Heterocampa,
"Hypagyrtis_unipunctata,_One-spotted_Variant,I_PBA249.jpg",I_PBA249,Hypagyrtis unipunctata,One-spotted Variant,
"Eulithis_diversilineata,_Lesser_Grapevine_Looper_Moth,_maybe,I_PBA250.jpg",I_PBA250,Eulithis diversilineata,Lesser Grapevine Looper Moth,maybe
"insect,I_PBA251.jpg",I_PBA251,insect,,
"caddisfly,I_PBA252.jpg",I_PBA252,caddisfly,,
"Heterocampa_umbrata,_White-blotched_Heterocampa,I_PBA253.jpg",I_PBA253,Heterocampa umbrata,White-blotched Heterocampa,
"Glenoides_texanaria,_Texas_Gray,I_PBA254.jpg",I_PBA254,Glenoides texanaria,Texas Gray,
"Idia_rotundalis,_Rotund_Idia_Moth,I_PBA255.jpg",I_PBA255,Idia rotundalis,Rotund Idia Moth,
"Arta_olivalis,_Olive_Arta_Moth,I_PBA256.jpg",I_PBA256,Arta olivalis,Olive Arta Moth,
"Anageshna_primordialis,_Yellow-spotted_Webworm_Moth,I_PBA257.jpg",I_PBA257,Anageshna primordialis,Yellow-spotted Webworm Moth,
"Marimatha_nigrofimbria,_Black-bordered_Lemon_Moth,I_PBA258.jpg",I_PBA258,Marimatha nigrofimbria,Black-bordered Lemon Moth,
"Megalopyge_opercularis,_Southern_Flannel_Moth,I_PBA259.jpg",I_PBA259,Megalopyge opercularis,Southern Flannel Moth,
"Melanolophia_signataria,_Signate_Melanolophia,I_PBA260.jpg",I_PBA260,Melanolophia signataria,Signate Melanolophia,
"Heterocampa_guttivitta,_Saddled_Prominent,I_PBA261.jpg",I_PBA261,Heterocampa guttivitta,Saddled Prominent,
"Palthis_asopialis,_Faint-spotted_Palthis,I_PBA263.jpg",I_PBA263,Palthis asopialis,Faint-spotted Palthis,
"Probole_amicaria_Friendly_Probole,I_PBA264.jpg",I_PBA264,Probole amicaria Friendly Probole,,
"insect,I_PBA265.jpg",I_PBA265,insect,,
"insect,I_PBA266.jpg",I_PBA266,insect,,
"Condylolomia_participalis,_Drab_Condylolomia_Moth,I_PBA267.jpg",I_PBA267,Condylolomia participalis,Drab Condylolomia Moth,
"Eulithis_diversilineata--gracilineata,I_PBA268.jpg",I_PBA268,Eulithis diversilineata--gracilineata,,
"Crambus_agitatellus,_Double-banded_Grass-veneer_Moth,_maybe,I_PBA269.jpg",I_PBA269,Crambus agitatellus,Double-banded Grass-veneer Moth,maybe
"Epimecis_hortaria,_Tulip-tree_Beauty_Moth,I_PBA270.jpg",I_PBA270,Epimecis hortaria,Tulip-tree Beauty Moth,
"Epimecis_hortaria,_Tulip-tree_Beauty_Moth,I_PBA271.jpg",I_PBA271,Epimecis hortaria,Tulip-tree Beauty Moth,
"Ledaea_perditalis,_Lost_Owlet,I_PBA272.jpg",I_PBA272,Ledaea perditalis,Lost Owlet,
"Hypagyrtis_unipunctata,_One-spotted_Variant,I_PBA273.jpg",I_PBA273,Hypagyrtis unipunctata,One-spotted Variant,
"Eutrapela_clemataria,_Curve-toothed_Geometer,I_PBA274.jpg",I_PBA274,Eutrapela clemataria,Curve-toothed Geometer,
"Renia_adspergillus,_Speckled_Renia_Moth,I_PBA275.jpg",I_PBA275,Renia adspergillus,Speckled Renia Moth,
"Anisota_stigma,_Spiny_Oakworm_Moth,I_PBA276.jpg",I_PBA276,Anisota stigma,Spiny Oakworm Moth,
"spider,I_PBA277.jpg",I_PBA277,spider,,
"Cell_phone,I_PBA278.jpg",I_PBA278,Cell phone,,
"light,I_PBA279.jpg",I_PBA279,light,,
"moth_Geometridae,I_PBA281.jpg",I_PBA281,moth Geometridae,,
"moth_Noctuidae,I_PBA284.jpg",I_PBA284,moth Noctuidae,,
"Herbita_amicaria,I_PBA285.jpg",I_PBA285,Herbita amicaria,,
"insect,I_PBA286.jpg",I_PBA286,insect,,
"Crambidia_myrlosea,I_PBA287.jpg",I_PBA287,Crambidia myrlosea,,
"insect,I_PBA288.jpg",I_PBA288,insect,,
"Glyphodes_sibillalis,_Mulberry_Leaftier_Moth,I_PBA289.jpg",I_PBA289,Glyphodes sibillalis,Mulberry Leaftier Moth,
"moth_Notodontidae,I_PBA290.jpg",I_PBA290,moth Notodontidae,,
"spider,I_PBA291.jpg",I_PBA291,spider,,
"Crambidia_myrlosea,I_PBA292.jpg",I_PBA292,Crambidia myrlosea,,
"Cliniodes_opalalis,I_PBA293.jpg",I_PBA293,Cliniodes opalalis,,
"moth_Herbita,I_PBA294.jpg",I_PBA294,moth Herbita,,
"moth_Noctuidae,I_PBA295.jpg",I_PBA295,moth Noctuidae,,
"Crambidia_myrlosea,I_PBA296.jpg",I_PBA296,Crambidia myrlosea,,
"Cliniodes_opalalis,I_PBA297.jpg",I_PBA297,Cliniodes opalalis,,
"Iridopsis_lurida--oberthuri--herse,I_PBA298.jpg",I_PBA298,Iridopsis lurida--oberthuri--herse,,
"Opharus_rudis,I_PBA299.jpg",I_PBA299,Opharus rudis,,
"moth,I_PBA300.jpg",I_PBA300,moth,,
"moth_Geometridae,I_PBA301.jpg",I_PBA301,moth Geometridae,,
"Eucereon_relegata,I_PBA302.jpg",I_PBA302,Eucereon relegata,,
"Phrygionis_privignaria,I_PBA303.jpg",I_PBA303,Phrygionis privignaria,,
"moth_Noctuidae,I_PBA304.jpg",I_PBA304,moth Noctuidae,,
"Euphyia_sp_group_san_luis,I_PBA305.jpg",I_PBA305,Euphyia sp_group_san_luis,,
"moth_Geometridae,I_PBA306.jpg",I_PBA306,moth Geometridae,,
"Oospila_athena,I_PBA307.jpg",I_PBA307,Oospila athena,,
"Eucereon_tigrata,I_PBA308.jpg",I_PBA308,Eucereon tigrata,,
"Iridopsis_lurida--oberthuri--herse,I_PBA309.jpg",I_PBA309,Iridopsis lurida--oberthuri--herse,,
"moth,I_PBA310.jpg",I_PBA310,moth,,
"Oospila_athena,I_PBA311.jpg",I_PBA311,Oospila athena,,
"Melese_monima,I_PBA312.jpg",I_PBA312,Melese monima,,
"Glyphodes_sibillalis,_Mulberry_Leaftier_Moth,I_PBA313.jpg",I_PBA313,Glyphodes sibillalis,Mulberry Leaftier Moth,
"Trygodes_amphion,I_PBA314.jpg",I_PBA314,Trygodes amphion,,
"moth,I_PBA315.jpg",I_PBA315,moth,,
"moth_Geometridae,I_PBA316.jpg",I_PBA316,moth Geometridae,,
"Cliniodes_opalalis,I_PBA317.jpg",I_PBA317,Cliniodes opalalis,,
"Nephodia_auxesia,I_PBA319.jpg",I_PBA319,Nephodia auxesia,,
"Oospila_athena,I_PBA320.jpg",I_PBA320,Oospila athena,,
"moth_Geometridae,I_PBA321.jpg",I_PBA321,moth Geometridae,,
"Pelochyta_affinis,I_PBA322.jpg",I_PBA322,Pelochyta affinis,,
"Trygodes_amphion,I_PBA323.jpg",I_PBA323,Trygodes amphion,,
"Cliniodes_opalalis,I_PBA324.jpg",I_PBA324,Cliniodes opalalis,,
"Nephodia_auxesia,I_PBA325.jpg",I_PBA325,Nephodia auxesia,,
"Ascalapha_odorata_Black_Witch_Moth,I_PBA326.jpg",I_PBA326,Ascalapha odorata Black Witch Moth,,
"Ascalapha_odorata_Black_Witch_Moth,I_PBA327.jpg",I_PBA327,Ascalapha odorata Black Witch Moth,,
"Opharus_rudis,I_PBA328.jpg",I_PBA328,Opharus rudis,,
"Eucereon_relegata,I_PBA329.jpg",I_PBA329,Eucereon relegata,,
"Iridopsis_lurida--oberthuri--herse,I_PBA330.jpg",I_PBA330,Iridopsis lurida--oberthuri--herse,,
"moth_new_species,I_PBA331.jpg",I_PBA331,moth new species,,
"Nephodia_auxesia,I_PBA332.jpg",I_PBA332,Nephodia auxesia,,
"Crambidia_myrlosea,I_PBA333.jpg",I_PBA333,Crambidia myrlosea,,
"Cliniodes_opalalis,I_PBA334.jpg",I_PBA334,Cliniodes opalalis,,
"Glena_mopsaria,I_PBA335.jpg",I_PBA335,Glena mopsaria,,
"Glena_mopsaria,I_PBA336.jpg",I_PBA336,Glena mopsaria,,
"Crambidia_myrlosea,I_PBA337.jpg",I_PBA337,Crambidia myrlosea,,
"Epicrisias_eschara,I_PBA339.jpg",I_PBA339,Epicrisias eschara,,
"Glena_mopsaria,I_PBA340.jpg",I_PBA340,Glena mopsaria,,
"moth_Letis,I_PBA341.jpg",I_PBA341,moth Letis,,
"Hemiceras_conspirata,I_PBA342.jpg",I_PBA342,Hemiceras conspirata,,
"Crambidia_myrlosea,I_PBA343.jpg",I_PBA343,Crambidia myrlosea,,
"Idalus_perlineosa,I_PBA344.jpg",I_PBA344,Idalus perlineosa,,
"Rhabdatomis_laudamia,I_PBA345.jpg",I_PBA345,Rhabdatomis laudamia,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA346.jpg",I_PBA346,Crambidia cephalica,Yellow-headed Lichen Moth,
"Gn_sp_san_luis_1013,I_PBA347.jpg",I_PBA347,Gn sp_san_luis_1013,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA348.jpg",I_PBA348,Hymenia perspectalis,Spotted Beet Webworm Moth,
"moth_Tortricidae,I_PBA349.jpg",I_PBA349,moth Tortricidae,,
"Copaxa_rufinans,I_PBA350.jpg",I_PBA350,Copaxa rufinans,,
"Copaxa_rufinans,I_PBA351.jpg",I_PBA351,Copaxa rufinans,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA352.jpg",I_PBA352,Crambidia cephalica,Yellow-headed Lichen Moth,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,_2,I_PBA353.jpg",I_PBA353,Hymenia perspectalis,Spotted Beet Webworm Moth,2
"insect,I_PBA354.jpg",I_PBA354,insect,,
"Glena_mopsaria,I_PBA355.jpg",I_PBA355,Glena mopsaria,,
"Crambidia_myrlosea,I_PBA356.jpg",I_PBA356,Crambidia myrlosea,,
"Herbita_amicaria,I_PBA357.jpg",I_PBA357,Herbita amicaria,,
"Glena_mopsaria,I_PBA358.jpg",I_PBA358,Glena mopsaria,,
"Scopula_sp_group_san_luis,I_PBA359.jpg",I_PBA359,Scopula sp_group_san_luis,,
"Eucereon_xanthoperas,I_PBA360.jpg",I_PBA360,Eucereon xanthoperas,,
"moth_Tortricidae,I_PBA361.jpg",I_PBA361,moth Tortricidae,,
"moth_Noctuidae,I_PBA362.jpg",I_PBA362,moth Noctuidae,,
"moth_Geometridae,I_PBA363.jpg",I_PBA363,moth Geometridae,,
"Josiomorpha_penetrata,I_PBA364.jpg",I_PBA364,Josiomorpha penetrata,,
"moth_Noctuidae,I_PBA365.jpg",I_PBA365,moth Noctuidae,,
"moth_Crambidae,I_PBA366.jpg",I_PBA366,moth Crambidae,,
"moth_Geometridae,I_PBA367.jpg",I_PBA367,moth Geometridae,,
"Artace_cribrarius,_Dot-lined_White,I_PBA368.jpg",I_PBA368,Artace cribrarius,Dot-lined White,
"Sericoptera_reductata,I_PBA369.jpg",I_PBA369,Sericoptera reductata,,
"Pheia_elegans,I_PBA371.jpg",I_PBA371,Pheia elegans,,
"Gonodonta_pyrgo,I_PBA372.jpg",I_PBA372,Gonodonta pyrgo,,
"Epicrisias_eschara,I_PBA373.jpg",I_PBA373,Epicrisias eschara,,
"Episcepsis_hypoleuca,I_PBA374.jpg",I_PBA374,Episcepsis hypoleuca,,
"moth_Notodontidae,I_PBA375.jpg",I_PBA375,moth Notodontidae,,
"Himeromima_aulis,I_PBA376.jpg",I_PBA376,Himeromima aulis,,
"Leptostales_crossii,I_PBA378.jpg",I_PBA378,Leptostales crossii,,
"moth_Noctuidae,I_PBA379.jpg",I_PBA379,moth Noctuidae,,
"Nephodia_auxesia,I_PBA380.jpg",I_PBA380,Nephodia auxesia,,
"moth_Noctuidae,I_PBA381.jpg",I_PBA381,moth Noctuidae,,
"moth_micro,I_PBA382.jpg",I_PBA382,moth micro,,
"Lobocleta_tenellata,I_PBA383.jpg",I_PBA383,Lobocleta tenellata,,
"Episcepsis_hypoleuca,I_PBA384.jpg",I_PBA384,Episcepsis hypoleuca,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA385.jpg",I_PBA385,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Tortricidae,I_PBA386.jpg",I_PBA386,moth Tortricidae,,
"moth_Tortricidae,I_PBA387.jpg",I_PBA387,moth Tortricidae,,
"moth_Notodontidae,I_PBA388.jpg",I_PBA388,moth Notodontidae,,
"moth_Noctuidae,I_PBA390.jpg",I_PBA390,moth Noctuidae,,
"Idaea_sp_group_san_luis,I_PBA391.jpg",I_PBA391,Idaea sp_group_san_luis,,
"moth_Notodontidae,I_PBA392.jpg",I_PBA392,moth Notodontidae,,
"moth_Tortricidae,I_PBA393.jpg",I_PBA393,moth Tortricidae,,
"moth_Noctuidae_delta,I_PBA395.jpg",I_PBA395,moth Noctuidae delta,,
"moth,I_PBA396.jpg",I_PBA396,moth,,
"moth_Pyralidae,I_PBA397.jpg",I_PBA397,moth Pyralidae,,
"moth_Notodontidae,I_PBA398.jpg",I_PBA398,moth Notodontidae,,
"Glena_mopsaria,I_PBA399.jpg",I_PBA399,Glena mopsaria,,
"Idalus_crinis,I_PBA400.jpg",I_PBA400,Idalus crinis,,
"moth_Thysanopyga,I_PBA401.jpg",I_PBA401,moth Thysanopyga,,
"moth,I_PBA402.jpg",I_PBA402,moth,,
"moth,I_PBA404.jpg",I_PBA404,moth,,
"Mocis_disseverans,_Yellow_Mocis_Moth,I_PBA406.jpg",I_PBA406,Mocis disseverans,Yellow Mocis Moth,
"Mocis_disseverans,_Yellow_Mocis_Moth,I_PBA407.jpg",I_PBA407,Mocis disseverans,Yellow Mocis Moth,
"Synclera_jarbusalis,I_PBA408.jpg",I_PBA408,Synclera jarbusalis,,
"Glyphodes_sibillalis,_Mulberry_Leaftier_Moth,I_PBA409.jpg",I_PBA409,Glyphodes sibillalis,Mulberry Leaftier Moth,
"Portentomorpha_xanthialis,I_PBA410.jpg",I_PBA410,Portentomorpha xanthialis,,
"spider,I_PBA411.jpg",I_PBA411,spider,,
"light,I_PBA412.jpg",I_PBA412,light,,
"moth_Oxydia,I_PBA413.jpg",I_PBA413,moth Oxydia,,
"moth_Tortricidae,I_PBA414.jpg",I_PBA414,moth Tortricidae,,
"moth_Arctiidae,I_PBA415.jpg",I_PBA415,moth Arctiidae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA416.jpg",I_PBA416,Iridopsis lurida--oberthuri--herse,,
"moth_Thysanopyga,I_PBA417.jpg",I_PBA417,moth Thysanopyga,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA418.jpg",I_PBA418,Hymenia perspectalis,Spotted Beet Webworm Moth,
"moth_Geometridae,I_PBA419.jpg",I_PBA419,moth Geometridae,,
"moth_Pyralidae,I_PBA421.jpg",I_PBA421,moth Pyralidae,,
"insect,I_PBA422.jpg",I_PBA422,insect,,
"Eucereon_sp_san_luis_a,I_PBA423.jpg",I_PBA423,Eucereon sp_san_luis_a,,
"moth_micro,I_PBA424.jpg",I_PBA424,moth micro,,
"moth_Geometridae,I_PBA425.jpg",I_PBA425,moth Geometridae,,
"moth,I_PBA426.jpg",I_PBA426,moth,,
"Macaria_sp_san_luis_a,I_PBA427.jpg",I_PBA427,Macaria sp_san_luis_a,,
"Charadra_dispulsa,I_PBA428.jpg",I_PBA428,Charadra dispulsa,,
"Trygodes_amphion,I_PBA429.jpg",I_PBA429,Trygodes amphion,,
"butterfly,I_PBA430.jpg",I_PBA430,butterfly,,
"moth_micro,I_PBA431.jpg",I_PBA431,moth micro,,
"Orthofidonia_sp_san_luis_a,I_PBA432.jpg",I_PBA432,Orthofidonia sp_san_luis_a,,
"moth_Noctuidae,I_PBA433.jpg",I_PBA433,moth Noctuidae,,
"moth_micro,I_PBA434.jpg",I_PBA434,moth micro,,
"moth_micro,I_PBA435.jpg",I_PBA435,moth micro,,
"Idaea_sp_group_san_luis,I_PBA436.jpg",I_PBA436,Idaea sp_group_san_luis,,
"Cropia_connecta,I_PBA437.jpg",I_PBA437,Cropia connecta,,
"homoptera,I_PBA438.jpg",I_PBA438,homoptera,,
"Tosale_oviplagalis,_Dimorphic_Tosale_Moth,I_PBA439.jpg",I_PBA439,Tosale oviplagalis,Dimorphic Tosale Moth,
"Tosale_oviplagalis,_Dimorphic_Tosale_Moth,I_PBA440.jpg",I_PBA440,Tosale oviplagalis,Dimorphic Tosale Moth,
"Cliniodes_opalalis,I_PBA441.jpg",I_PBA441,Cliniodes opalalis,,
"Eois_sp_san_luis_b,I_PBA442.jpg",I_PBA442,Eois sp_san_luis_b,,
"moth_Notodontidae,I_PBA443.jpg",I_PBA443,moth Notodontidae,,
"butterfly,I_PBA446.jpg",I_PBA446,butterfly,,
"butterfly,I_PBA448.jpg",I_PBA448,butterfly,,
"Metanema_bonadea,I_PBA449.jpg",I_PBA449,Metanema bonadea,,
"Gn_sp_san_luis_8003,_maybe,I_PBA451.jpg",I_PBA451,Gn_sp_san_luis_8003,maybe,
"moth,I_PBA452.jpg",I_PBA452,moth,,
"Macaria_approximaria--gambarina--ostia,I_PBA453.jpg",I_PBA453,Macaria approximaria--gambarina--ostia,,
"Anisoperas_lurida,I_PBA454.jpg",I_PBA454,Anisoperas lurida,,
"Paragonia_cruraria,I_PBA455.jpg",I_PBA455,Paragonia cruraria,,
"insect,I_PBA456.jpg",I_PBA456,insect,,
"Metanema_bonadea,I_PBA457.jpg",I_PBA457,Metanema bonadea,,
"insect,I_PBA458.jpg",I_PBA458,insect,,
"moth_Noctuidae,I_PBA459.jpg",I_PBA459,moth Noctuidae,,
"moth_micro,I_PBA460.jpg",I_PBA460,moth micro,,
"Sericoptera_mahometaria,I_PBA461.jpg",I_PBA461,Sericoptera mahometaria,,
"Iridopsis_lurida--oberthuri--herse,I_PBA463.jpg",I_PBA463,Iridopsis lurida--oberthuri--herse,,
"Macaria_sp_san_luis_a,I_PBA464.jpg",I_PBA464,Macaria sp_san_luis_a,,
"Cliniodes_opalalis,I_PBA465.jpg",I_PBA465,Cliniodes opalalis,,
"moth_Noctuidae,I_PBA466.jpg",I_PBA466,moth Noctuidae,,
"moth_micro,I_PBA467.jpg",I_PBA467,moth micro,,
"Bagisara_repanda,I_PBA468.jpg",I_PBA468,Bagisara repanda,,
"Trichaea_pilicornis,I_PBA469.jpg",I_PBA469,Trichaea pilicornis,,
"homoptera,I_PBA471.jpg",I_PBA471,homoptera,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA472.jpg",I_PBA472,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Lophosis_labeculata_Stained_Lophosis_Moth,I_PBA473.jpg",I_PBA473,Lophosis labeculata Stained Lophosis Moth,,
"Epimecis_matronaria--nasica,I_PBA474.jpg",I_PBA474,Epimecis matronaria--nasica,,
"moth_micro,I_PBA475.jpg",I_PBA475,moth micro,,
"Bagisara_laverna,I_PBA476.jpg",I_PBA476,Bagisara laverna,,
"Eucereon_aeolum,I_PBA477.jpg",I_PBA477,Eucereon aeolum,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA478.jpg",I_PBA478,Crambidia cephalica,Yellow-headed Lichen Moth,
"Amaxia_osmophora--pardalis,I_PBA479.jpg",I_PBA479,Amaxia osmophora--pardalis,,
"moth_micro,I_PBA480.jpg",I_PBA480,moth micro,,
"moth_Crambidae,I_PBA481.jpg",I_PBA481,moth Crambidae,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA482.jpg",I_PBA482,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA483.jpg",I_PBA483,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth_Noctuidae,I_PBA484.jpg",I_PBA484,moth Noctuidae,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA485.jpg",I_PBA485,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Anisoperas_lurida,I_PBA486.jpg",I_PBA486,Anisoperas lurida,,
"Iridopsis_lurida--oberthuri--herse,I_PBA487.jpg",I_PBA487,Iridopsis lurida--oberthuri--herse,,
"moth_new_species,I_PBA488.jpg",I_PBA488,moth new species,,
"moth_Pyralidae,I_PBA489.jpg",I_PBA489,moth Pyralidae,,
"moth_Pyralidae,I_PBA490.jpg",I_PBA490,moth Pyralidae,,
"Eois_sp_san_luis_s,I_PBA492.jpg",I_PBA492,Eois sp_san_luis_s,,
"Lomographa_argentata,I_PBA493.jpg",I_PBA493,Lomographa argentata,,
"Iridopsis_lurida--oberthuri--herse,I_PBA494.jpg",I_PBA494,Iridopsis lurida--oberthuri--herse,,
"Eulepidotis_rectimargo,I_PBA495.jpg",I_PBA495,Eulepidotis rectimargo,,
"Cliniodes_opalalis,I_PBA497.jpg",I_PBA497,Cliniodes opalalis,,
"Microphysetica_hermeasalis,I_PBA498.jpg",I_PBA498,Microphysetica hermeasalis,,
"moth_Geometridae,I_PBA499.jpg",I_PBA499,moth Geometridae,,
"moth_Noctuidae,I_PBA500.jpg",I_PBA500,moth Noctuidae,,
"moth_Notodontidae,I_PBA501.jpg",I_PBA501,moth Notodontidae,,
"moth_Noctuidae,I_PBA502.jpg",I_PBA502,moth Noctuidae,,
"Chloropteryx_opalaria,I_PBA503.jpg",I_PBA503,Chloropteryx opalaria,,
"moth_plume,I_PBA505.jpg",I_PBA505,moth plume,,
"moth_Geometridae,I_PBA506.jpg",I_PBA506,moth Geometridae,,
"Crambidia_myrlosea,I_PBA509.jpg",I_PBA509,Crambidia myrlosea,,
"Herminocala_sabata,I_PBA511.jpg",I_PBA511,Herminocala sabata,,
"moth_Pyralidae,I_PBA512.jpg",I_PBA512,moth Pyralidae,,
"Orthofidonia_sp_san_luis_a,I_PBA513.jpg",I_PBA513,Orthofidonia sp_san_luis_a,,
"Eucereon_xanthoperas,I_PBA514.jpg",I_PBA514,Eucereon xanthoperas,,
"moth_micro,I_PBA515.jpg",I_PBA515,moth micro,,
"Acharia_hyperoche,I_PBA516.jpg",I_PBA516,Acharia hyperoche,,
"insect,I_PBA517.jpg",I_PBA517,insect,,
"Iridopsis_lurida--oberthuri--herse,I_PBA518.jpg",I_PBA518,Iridopsis lurida--oberthuri--herse,,
"Macaria_regulata,I_PBA519.jpg",I_PBA519,Macaria regulata,,
"Lophosis_labeculata,I_PBA520.jpg",I_PBA520,Lophosis labeculata,,
"moth,I_PBA521.jpg",I_PBA521,moth,,
"Idaea_sp_group_san_luis,I_PBA522.jpg",I_PBA522,Idaea sp_group_san_luis,,
"Lomographa_argentata,I_PBA523.jpg",I_PBA523,Lomographa argentata,,
