Filename,Identifier,scientificName,CommonName,Comments
"Nemoria_vermiculata,I_PBA26422.jpg",I_PBA26422,Nemoria vermiculata,,
"moth_Crambidae,I_PBA26423.jpg",I_PBA26423,moth Crambidae,,
"moth_Noctuidae,I_PBA26424.jpg",I_PBA26424,moth Noctuidae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26425.jpg",I_PBA26425,Iridopsis lurida--oberthuri--herse,,
"Nemoria_astraea,I_PBA26426.jpg",I_PBA26426,Nemoria astraea,,
"moth_Noctuidae,I_PBA26427.jpg",I_PBA26427,moth Noctuidae,,
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA26428.jpg",I_PBA26428,Lophosis labeculata,Stained Lophosis Moth,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26429.jpg",I_PBA26429,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Nemoria_defectiva,I_PBA26430.jpg",I_PBA26430,Nemoria defectiva,,
"Nematocampa_arenosa,I_PBA26431.jpg",I_PBA26431,Nematocampa arenosa,,
"moth,I_PBA26432.jpg",I_PBA26432,moth,,
"moth_Noctuidae,I_PBA26433.jpg",I_PBA26433,moth Noctuidae,,
"Meganola_sp_san_luis_b,I_PBA26434.jpg",I_PBA26434,Meganola sp_san_luis_b,,
"Leuciris_fimbriaria,I_PBA26435.jpg",I_PBA26435,Leuciris fimbriaria,,
"Meganola_sp_san_luis_b,I_PBA26436.jpg",I_PBA26436,Meganola sp_san_luis_b,,
"moth_Pyralidae,I_PBA26437.jpg",I_PBA26437,moth Pyralidae,,
"moth,I_PBA26438.jpg",I_PBA26438,moth,,
"Thysanopyga_carfinia,I_PBA26439.jpg",I_PBA26439,Thysanopyga carfinia,,
"moth_Noctuidae,I_PBA26440.jpg",I_PBA26440,moth Noctuidae,,
"moth,I_PBA26441.jpg",I_PBA26441,moth,,
"Nematocampa_completa,I_PBA26442.jpg",I_PBA26442,Nematocampa completa,,
"Anisoperas_lurida,I_PBA26443.jpg",I_PBA26443,Anisoperas lurida,,
"Leptostales_crossii,I_PBA26444.jpg",I_PBA26444,Leptostales crossii,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26445.jpg",I_PBA26445,Iridopsis lurida--oberthuri--herse,,
"moth_Noctuidae,I_PBA26446.jpg",I_PBA26446,moth Noctuidae,,
"moth_Pyralidae,I_PBA26447.jpg",I_PBA26447,moth Pyralidae,,
"moth_Sphingidae,I_PBA26448.jpg",I_PBA26448,moth Sphingidae,,
"insect,I_PBA26449.jpg",I_PBA26449,insect,,
"moth_emerald,I_PBA26450.jpg",I_PBA26450,moth emerald,,
"Nemoria_vermiculata,I_PBA26451.jpg",I_PBA26451,Nemoria vermiculata,,
"moth_Geometridae,I_PBA26452.jpg",I_PBA26452,moth Geometridae,,
"moth,I_PBA26453.jpg",I_PBA26453,moth,,
"moth_Crambidae,I_PBA26454.jpg",I_PBA26454,moth Crambidae,,
"Hemeroblemma_opigena,I_PBA26455.jpg",I_PBA26455,Hemeroblemma opigena,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26456.jpg",I_PBA26456,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Meganola_sp_san_luis_b,I_PBA26457.jpg",I_PBA26457,Meganola sp_san_luis_b,,
"moth,I_PBA26458.jpg",I_PBA26458,moth,,
"Nematocampa_completa,I_PBA26459.jpg",I_PBA26459,Nematocampa completa,,
"Nematocampa_arenosa,I_PBA26460.jpg",I_PBA26460,Nematocampa arenosa,,
"Aclytia_heber,I_PBA26461.jpg",I_PBA26461,Aclytia heber,,
"Leptostales_crossii,I_PBA26462.jpg",I_PBA26462,Leptostales crossii,,
"Nephodia_auxesia,I_PBA26463.jpg",I_PBA26463,Nephodia auxesia,,
"Macaria_approximaria--gambarina--ostia,I_PBA26464.jpg",I_PBA26464,Macaria approximaria--gambarina--ostia,,
"moth_Noctuidae,I_PBA26465.jpg",I_PBA26465,moth Noctuidae,,
"Macaria_approximaria--gambarina--ostia,I_PBA26466.jpg",I_PBA26466,Macaria approximaria--gambarina--ostia,,
"moth_Geometridae,I_PBA26467.jpg",I_PBA26467,moth Geometridae,,
"Nematocampa_arenosa,I_PBA26468.jpg",I_PBA26468,Nematocampa arenosa,,
"Idaea_sp_group_san_luis,I_PBA26469.jpg",I_PBA26469,Idaea sp_group_san_luis,,
"insect,I_PBA26470.jpg",I_PBA26470,insect,,
"Glena_mopsaria,I_PBA26471.jpg",I_PBA26471,Glena mopsaria,,
"moth_Noctuidae,I_PBA26472.jpg",I_PBA26472,moth Noctuidae,,
"Nematocampa_completa,I_PBA26473.jpg",I_PBA26473,Nematocampa completa,,
"Neotherina_imperilla,I_PBA26474.jpg",I_PBA26474,Neotherina imperilla,,
"Metanema_bonadea,I_PBA26475.jpg",I_PBA26475,Metanema bonadea,,
"Trygodes_amphion,I_PBA26476.jpg",I_PBA26476,Trygodes amphion,,
"moth_Notodontidae,I_PBA26477.jpg",I_PBA26477,moth Notodontidae,,
"moth_Noctuidae,I_PBA26478.jpg",I_PBA26478,moth Noctuidae,,
"moth_Noctuidae,I_PBA26479.jpg",I_PBA26479,moth Noctuidae,,
"Acharia_hyperoche,I_PBA26480.jpg",I_PBA26480,Acharia hyperoche,,
"moth_Crambidae,I_PBA26481.jpg",I_PBA26481,moth Crambidae,,
"moth_Crambidae,I_PBA26482.jpg",I_PBA26482,moth Crambidae,,
"Nephodia_auxesia,I_PBA26483.jpg",I_PBA26483,Nephodia auxesia,,
"Elaphria_subobliqua,I_PBA26484.jpg",I_PBA26484,Elaphria subobliqua,,
"Lobocleta_tenellata,I_PBA26485.jpg",I_PBA26485,Lobocleta tenellata,,
"Clemensia_leopardina,I_PBA26486.jpg",I_PBA26486,Clemensia leopardina,,
"moth,I_PBA26487.jpg",I_PBA26487,moth,,
"Rhabdatomis_laudamia,I_PBA26488.jpg",I_PBA26488,Rhabdatomis laudamia,,
"Nematocampa_completa,I_PBA26489.jpg",I_PBA26489,Nematocampa completa,,
"moth_Crambidae,I_PBA26490.jpg",I_PBA26490,moth Crambidae,,
"moth,I_PBA26491.jpg",I_PBA26491,moth,,
"Nemoria_defectiva,I_PBA26492.jpg",I_PBA26492,Nemoria defectiva,,
"Oospila_venezuelata,I_PBA26493.jpg",I_PBA26493,Oospila venezuelata,,
"Nematocampa_completa,I_PBA26494.jpg",I_PBA26494,Nematocampa completa,,
"Nemoria_defectiva,I_PBA26495.jpg",I_PBA26495,Nemoria defectiva,,
"Nematocampa_completa,I_PBA26496.jpg",I_PBA26496,Nematocampa completa,,
"Nemoria_defectiva,I_PBA26497.jpg",I_PBA26497,Nemoria defectiva,,
"Eois_sp_san_luis_b,I_PBA26498.jpg",I_PBA26498,Eois sp_san_luis_b,,
"moth_Geometridae,I_PBA26499.jpg",I_PBA26499,moth Geometridae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26500.jpg",I_PBA26500,Iridopsis lurida--oberthuri--herse,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26501.jpg",I_PBA26501,Iridopsis lurida--oberthuri--herse,,
"Nematocampa_arenosa,I_PBA26502.jpg",I_PBA26502,Nematocampa arenosa,,
"moth_Geometridae,I_PBA26503.jpg",I_PBA26503,moth Geometridae,,
"Oospila_venezuelata,I_PBA26504.jpg",I_PBA26504,Oospila venezuelata,,
"Antiblemma_concinnula,I_PBA26505.jpg",I_PBA26505,Antiblemma concinnula,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26506.jpg",I_PBA26506,Hymenia perspectalis,Spotted Beet Webworm Moth,
"moth_Noctuidae,I_PBA26507.jpg",I_PBA26507,moth Noctuidae,,
"moth_Geometridae,I_PBA26508.jpg",I_PBA26508,moth Geometridae,,
"Oospila_venezuelata,I_PBA26509.jpg",I_PBA26509,Oospila venezuelata,,
"Nematocampa_arenosa,I_PBA26510.jpg",I_PBA26510,Nematocampa arenosa,,
"Trygodes_amphion,I_PBA26511.jpg",I_PBA26511,Trygodes amphion,,
"moth_Geometridae,I_PBA26512.jpg",I_PBA26512,moth Geometridae,,
"Nemoria_defectiva,I_PBA26513.jpg",I_PBA26513,Nemoria defectiva,,
"Idaea_sp_group_san_luis,I_PBA26514.jpg",I_PBA26514,Idaea sp_group_san_luis,,
"Oospila_venezuelata,I_PBA26515.jpg",I_PBA26515,Oospila venezuelata,,
"moth,I_PBA26516.jpg",I_PBA26516,moth,,
"moth,I_PBA26517.jpg",I_PBA26517,moth,,
"moth,I_PBA26518.jpg",I_PBA26518,moth,,
"Nephodia_auxesia,I_PBA26519.jpg",I_PBA26519,Nephodia auxesia,,
"moth_Hemiceras,I_PBA26520.jpg",I_PBA26520,moth Hemiceras,,
"Semaeopus_viridiplaga,I_PBA26521.jpg",I_PBA26521,Semaeopus viridiplaga,,
"moth_Noctuidae,I_PBA26522.jpg",I_PBA26522,moth Noctuidae,,
"Cell_phone,I_PBA26523.jpg",I_PBA26523,Cell phone,,
"light,I_PBA26524.jpg",I_PBA26524,light,,
"moth_Noctuidae,I_PBA26525.jpg",I_PBA26525,moth Noctuidae,,
"moth_Noctuidae,I_PBA26526.jpg",I_PBA26526,moth Noctuidae,,
"Clemensia_brunneomedia,I_PBA26527.jpg",I_PBA26527,Clemensia brunneomedia,,
"moth,I_PBA26528.jpg",I_PBA26528,moth,,
"moth_Pyralidae,I_PBA26529.jpg",I_PBA26529,moth Pyralidae,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA26530.jpg",I_PBA26530,Crambidia cephalica,Yellow-headed Lichen Moth,
"Nematocampa_completa,I_PBA26531.jpg",I_PBA26531,Nematocampa completa,,
"moth_Noctuidae,I_PBA26532.jpg",I_PBA26532,moth Noctuidae,,
"moth_Arctiidae,I_PBA26533.jpg",I_PBA26533,moth Arctiidae,,
"insect,I_PBA26534.jpg",I_PBA26534,insect,,
"moth_Pyralidae,I_PBA26535.jpg",I_PBA26535,moth Pyralidae,,
"Gn_sp_san_luis_1011,I_PBA26536.jpg",I_PBA26536,Gn sp_san_luis_1011,,
"moth_Noctuidae,I_PBA26537.jpg",I_PBA26537,moth Noctuidae,,
"moth_Mocis,I_PBA26538.jpg",I_PBA26538,moth Mocis,,
"Leptostales_crossii,I_PBA26539.jpg",I_PBA26539,Leptostales crossii,,
"moth_emerald,I_PBA26540.jpg",I_PBA26540,moth emerald,,
"Dyspteris_tenuivitta,I_PBA26541.jpg",I_PBA26541,Dyspteris tenuivitta,,
"moth_Crambidae,I_PBA26542.jpg",I_PBA26542,moth Crambidae,,
"Nematocampa_completa,I_PBA26543.jpg",I_PBA26543,Nematocampa completa,,
"Cosmosoma_pudica,I_PBA26544.jpg",I_PBA26544,Cosmosoma pudica,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26545.jpg",I_PBA26545,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Macaria_approximaria--gambarina--ostia,I_PBA26546.jpg",I_PBA26546,Macaria approximaria--gambarina--ostia,,
"Nemoria_vermiculata,I_PBA26547.jpg",I_PBA26547,Nemoria vermiculata,,
"Eois_sp_san_luis_s,I_PBA26548.jpg",I_PBA26548,Eois sp_san_luis_s,,
"Nematocampa_completa,I_PBA26549.jpg",I_PBA26549,Nematocampa completa,,
"Nepheloleuca_illiturata,I_PBA26550.jpg",I_PBA26550,Nepheloleuca illiturata,,
"moth_Noctuidae,I_PBA26551.jpg",I_PBA26551,moth Noctuidae,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26552.jpg",I_PBA26552,Iridopsis lurida--oberthuri--herse,,
"moth_Crambidae,I_PBA26553.jpg",I_PBA26553,moth Crambidae,,
"Nematocampa_arenosa,I_PBA26554.jpg",I_PBA26554,Nematocampa arenosa,,
"moth_Pyralidae,I_PBA26555.jpg",I_PBA26555,moth Pyralidae,,
"moth_Noctuidae,I_PBA26556.jpg",I_PBA26556,moth Noctuidae,,
"Dycladia_emerita,I_PBA26557.jpg",I_PBA26557,Dycladia emerita,,
"moth_new_species,I_PBA26559.jpg",I_PBA26559,moth new species,,
"Nematocampa_completa,I_PBA26560.jpg",I_PBA26560,Nematocampa completa,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA26561.jpg",I_PBA26561,Crambidia cephalica,Yellow-headed Lichen Moth,
"Lobocleta_tenellata,I_PBA26562.jpg",I_PBA26562,Lobocleta tenellata,,
"moth_Geometridae,I_PBA26563.jpg",I_PBA26563,moth Geometridae,,
"moth_emerald,I_PBA26564.jpg",I_PBA26564,moth emerald,,
"moth_Notodontidae,I_PBA26565.jpg",I_PBA26565,moth Notodontidae,,
"moth_Noctuidae,I_PBA26566.jpg",I_PBA26566,moth Noctuidae,,
"moth_Noctuidae,I_PBA26567.jpg",I_PBA26567,moth Noctuidae,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26568.jpg",I_PBA26568,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Oospila_venezuelata,I_PBA26569.jpg",I_PBA26569,Oospila venezuelata,,
"moth_Crambidae,I_PBA26570.jpg",I_PBA26570,moth Crambidae,,
"Pyrinia_selecta,I_PBA26571.jpg",I_PBA26571,Pyrinia selecta,,
"Afrida_ydatodes,I_PBA26572.jpg",I_PBA26572,Afrida ydatodes,,
"Macaria_approximaria--gambarina--ostia,I_PBA26573.jpg",I_PBA26573,Macaria approximaria--gambarina--ostia,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26574.jpg",I_PBA26574,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Nematocampa_completa,I_PBA26575.jpg",I_PBA26575,Nematocampa completa,,
"moth_Notodontidae,I_PBA26576.jpg",I_PBA26576,moth Notodontidae,,
"moth_Notodontidae,I_PBA26577.jpg",I_PBA26577,moth Notodontidae,,
"Oospila_venezuelata,I_PBA26578.jpg",I_PBA26578,Oospila venezuelata,,
"Nematocampa_completa,I_PBA26579.jpg",I_PBA26579,Nematocampa completa,,
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA26580.jpg",I_PBA26580,Lophosis labeculata,Stained Lophosis Moth,
"moth_emerald,I_PBA26581.jpg",I_PBA26581,moth emerald,,
"moth_Crambidae,I_PBA26582.jpg",I_PBA26582,moth Crambidae,,
"Euphyia_sp_group_san_luis,I_PBA26583.jpg",I_PBA26583,Euphyia sp_group_san_luis,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26584.jpg",I_PBA26584,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Lobocleta_tenellata,I_PBA26585.jpg",I_PBA26585,Lobocleta tenellata,,
"moth,I_PBA26586.jpg",I_PBA26586,moth,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26587.jpg",I_PBA26587,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Macaria_approximaria--gambarina--ostia,I_PBA26588.jpg",I_PBA26588,Macaria approximaria--gambarina--ostia,,
"Lobocleta_tenellata,I_PBA26589.jpg",I_PBA26589,Lobocleta tenellata,,
"Nemoria_vermiculata,I_PBA26590.jpg",I_PBA26590,Nemoria vermiculata,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26591.jpg",I_PBA26591,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Clemensia_leopardina,I_PBA26592.jpg",I_PBA26592,Clemensia leopardina,,
"moth,I_PBA26593.jpg",I_PBA26593,moth,,
"moth_Noctuidae,I_PBA26594.jpg",I_PBA26594,moth Noctuidae,,
"moth,I_PBA26595.jpg",I_PBA26595,moth,,
"Nephodia_auxesia,I_PBA26596.jpg",I_PBA26596,Nephodia auxesia,,
"Gn_sp_san_luis_1011,I_PBA26597.jpg",I_PBA26597,Gn sp_san_luis_1011,,
"Nephodia_auxesia,I_PBA26598.jpg",I_PBA26598,Nephodia auxesia,,
"moth,I_PBA26599.jpg",I_PBA26599,moth,,
"Clemensia_leopardina,I_PBA26600.jpg",I_PBA26600,Clemensia leopardina,,
"moth_Hemiceras,I_PBA26601.jpg",I_PBA26601,moth Hemiceras,,
"Nematocampa_completa,I_PBA26602.jpg",I_PBA26602,Nematocampa completa,,
"Lobocleta_tenellata,I_PBA26603.jpg",I_PBA26603,Lobocleta tenellata,,
"Crambidia_myrlosea,I_PBA26604.jpg",I_PBA26604,Crambidia myrlosea,,
"Rhabdatomis_laudamia,I_PBA26605.jpg",I_PBA26605,Rhabdatomis laudamia,,
"moth_Pyralidae,I_PBA26606.jpg",I_PBA26606,moth Pyralidae,,
"moth_Noctuidae,I_PBA26607.jpg",I_PBA26607,moth Noctuidae,,
"moth_Crambidae,I_PBA26608.jpg",I_PBA26608,moth Crambidae,,
"light,I_PBA26609.jpg",I_PBA26609,light,,
"Episcepsis_thetis,I_PBA26610.jpg",I_PBA26610,Episcepsis thetis,,
"moth_Noctuidae,I_PBA26611.jpg",I_PBA26611,moth Noctuidae,,
"moth,I_PBA26612.jpg",I_PBA26612,moth,,
"Melese_monima,I_PBA26613.jpg",I_PBA26613,Melese monima,,
"Crambidia_myrlosea,I_PBA26615.jpg",I_PBA26615,Crambidia myrlosea,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26616.jpg",I_PBA26616,Hymenia perspectalis,Spotted Beet Webworm Moth,
"insect,I_PBA26617.jpg",I_PBA26617,insect,,
"insect,I_PBA26618.jpg",I_PBA26618,insect,,
"moth,I_PBA26619.jpg",I_PBA26619,moth,,
"Leucanopsis_longa,_Long-streaked_Tussock_Moth,I_PBA26620.jpg",I_PBA26620,Leucanopsis longa,Long-streaked Tussock Moth,
"moth_Noctuidae,I_PBA26621.jpg",I_PBA26621,moth Noctuidae,,
"moth_Pyralidae,I_PBA26622.jpg",I_PBA26622,moth Pyralidae,,
"Rhabdatomis_laudamia,I_PBA26623.jpg",I_PBA26623,Rhabdatomis laudamia,,
"moth,I_PBA26624.jpg",I_PBA26624,moth,,
"moth,I_PBA26625.jpg",I_PBA26625,moth,,
"moth,I_PBA26626.jpg",I_PBA26626,moth,,
"moth,I_PBA26627.jpg",I_PBA26627,moth,,
"moth_Crambidae,I_PBA26628.jpg",I_PBA26628,moth Crambidae,,
"moth_Notodontidae,I_PBA26629.jpg",I_PBA26629,moth Notodontidae,,
"Hypercompe_nemophila,I_PBA26630.jpg",I_PBA26630,Hypercompe nemophila,,
"moth_Noctuidae,I_PBA26631.jpg",I_PBA26631,moth Noctuidae,,
"Nematocampa_completa,I_PBA26632.jpg",I_PBA26632,Nematocampa completa,,
"moth,I_PBA26633.jpg",I_PBA26633,moth,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26634.jpg",I_PBA26634,Iridopsis lurida--oberthuri--herse,,
"insect,I_PBA26635.jpg",I_PBA26635,insect,,
"insect,I_PBA26636.jpg",I_PBA26636,insect,,
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA26637.jpg",I_PBA26637,Lophosis labeculata,Stained Lophosis Moth,
"insect,I_PBA26638.jpg",I_PBA26638,insect,,
"Cell_phone,I_PBA26639.jpg",I_PBA26639,Cell phone,,
"light,I_PBA26640.jpg",I_PBA26640,light,,
"moth,I_PBA26641.jpg",I_PBA26641,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA26642.jpg",I_PBA26642,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth,I_PBA26643.jpg",I_PBA26643,moth,,
"moth_Pyralidae,I_PBA26644.jpg",I_PBA26644,moth Pyralidae,,
"moth_Pyralidae,I_PBA26645.jpg",I_PBA26645,moth Pyralidae,,
"Rhabdatomis_laudamia,I_PBA26646.jpg",I_PBA26646,Rhabdatomis laudamia,,
"moth,I_PBA26647.jpg",I_PBA26647,moth,,
"moth,I_PBA26648.jpg",I_PBA26648,moth,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26649.jpg",I_PBA26649,Hymenia perspectalis,Spotted Beet Webworm Moth,
"moth,I_PBA26650.jpg",I_PBA26650,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA26651.jpg",I_PBA26651,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth,I_PBA26652.jpg",I_PBA26652,moth,,
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA26653.jpg",I_PBA26653,Crambidia cephalica,Yellow-headed Lichen Moth,
"moth,I_PBA26654.jpg",I_PBA26654,moth,,
"moth,I_PBA26655.jpg",I_PBA26655,moth,,
"moth,I_PBA26656.jpg",I_PBA26656,moth,,
"light,I_PBA26657.jpg",I_PBA26657,light,,
"moth_Geometridae,I_PBA26658.jpg",I_PBA26658,moth Geometridae,,
"Leptostales_crossii,I_PBA26659.jpg",I_PBA26659,Leptostales crossii,,
"Nephodia_auxesia,I_PBA26660.jpg",I_PBA26660,Nephodia auxesia,,
"Leptostales_crossii,I_PBA26661.jpg",I_PBA26661,Leptostales crossii,,
"moth,I_PBA26662.jpg",I_PBA26662,moth,,
"moth,I_PBA26663.jpg",I_PBA26663,moth,,
"moth,I_PBA26664.jpg",I_PBA26664,moth,,
"insect,I_PBA26665.jpg",I_PBA26665,insect,,
"Nephodia_auxesia,I_PBA26666.jpg",I_PBA26666,Nephodia auxesia,,
"moth_Hemiceras,I_PBA26667.jpg",I_PBA26667,moth Hemiceras,,
"insect,I_PBA26668.jpg",I_PBA26668,insect,,
"Leptostales_crossii,I_PBA26669.jpg",I_PBA26669,Leptostales crossii,,
"Macaria_approximaria--gambarina--ostia,I_PBA26670.jpg",I_PBA26670,Macaria approximaria--gambarina--ostia,,
"Nephodia_auxesia,I_PBA26671.jpg",I_PBA26671,Nephodia auxesia,,
"Leptostales_crossii,I_PBA26672.jpg",I_PBA26672,Leptostales crossii,,
"Clemensia_cincinnata,I_PBA26673.jpg",I_PBA26673,Clemensia cincinnata,,
"Lobocleta_tenellata,I_PBA26674.jpg",I_PBA26674,Lobocleta tenellata,,
"Idaea_subfervens,I_PBA26675.jpg",I_PBA26675,Idaea subfervens,,
"moth,I_PBA26676.jpg",I_PBA26676,moth,,
"moth,I_PBA26677.jpg",I_PBA26677,moth,,
"moth,I_PBA26678.jpg",I_PBA26678,moth,,
"moth_Geometridae,I_PBA26679.jpg",I_PBA26679,moth Geometridae,,
"moth,I_PBA26680.jpg",I_PBA26680,moth,,
"moth_Pyralidae,I_PBA26681.jpg",I_PBA26681,moth Pyralidae,,
"Nephodia_auxesia,I_PBA26682.jpg",I_PBA26682,Nephodia auxesia,,
"Oospila_venezuelata,I_PBA26683.jpg",I_PBA26683,Oospila venezuelata,,
"moth_emerald,I_PBA26684.jpg",I_PBA26684,moth emerald,,
"moth_todo,I_PBA26685.jpg",I_PBA26685,moth todo,,
"moth_Crambidae,I_PBA26686.jpg",I_PBA26686,moth Crambidae,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26687.jpg",I_PBA26687,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Euphyia_sp_group_san_luis,I_PBA26688.jpg",I_PBA26688,Euphyia sp_group_san_luis,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26689.jpg",I_PBA26689,Hymenia perspectalis,Spotted Beet Webworm Moth,
"moth_Geometridae,I_PBA26690.jpg",I_PBA26690,moth Geometridae,,
"Glena_mopsaria,I_PBA26691.jpg",I_PBA26691,Glena mopsaria,,
"Paragonia_cruraria,I_PBA26692.jpg",I_PBA26692,Paragonia cruraria,,
"moth,I_PBA26693.jpg",I_PBA26693,moth,,
"moth_Geometridae,I_PBA26694.jpg",I_PBA26694,moth Geometridae,,
"Nephodia_auxesia,I_PBA26695.jpg",I_PBA26695,Nephodia auxesia,,
"moth,I_PBA26696.jpg",I_PBA26696,moth,,
"moth,I_PBA26697.jpg",I_PBA26697,moth,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26698.jpg",I_PBA26698,Iridopsis lurida--oberthuri--herse,,
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA26699.jpg",I_PBA26699,Hymenia perspectalis,Spotted Beet Webworm Moth,
"Macaria_approximaria--gambarina--ostia,I_PBA26700.jpg",I_PBA26700,Macaria approximaria--gambarina--ostia,,
"moth,I_PBA26701.jpg",I_PBA26701,moth,,
"Iridopsis_lurida--oberthuri--herse,I_PBA26702.jpg",I_PBA26702,Iridopsis lurida--oberthuri--herse,,
"Anisoperas_atropunctaria,I_PBA26703.jpg",I_PBA26703,Anisoperas atropunctaria,,
"Lobocleta_tenellata,I_PBA26704.jpg",I_PBA26704,Lobocleta tenellata,,
"moth_Geometridae,I_PBA26705.jpg",I_PBA26705,moth Geometridae,,
"moth_Pyralidae,I_PBA26706.jpg",I_PBA26706,moth Pyralidae,,
"moth,I_PBA26707.jpg",I_PBA26707,moth,,
"moth,I_PBA26708.jpg",I_PBA26708,moth,,
"moth,I_PBA26709.jpg",I_PBA26709,moth,,
"Nephodia_auxesia,I_PBA26710.jpg",I_PBA26710,Nephodia auxesia,,
"Lobocleta_tenellata,I_PBA26711.jpg",I_PBA26711,Lobocleta tenellata,,
"moth,I_PBA26712.jpg",I_PBA26712,moth,,
"Macaria_approximaria--gambarina--ostia,I_PBA26713.jpg",I_PBA26713,Macaria approximaria--gambarina--ostia,,
"Gn_sp_san_luis_1005,I_PBA26714.jpg",I_PBA26714,Gn sp_san_luis_1005,,
"Meganola_sp_san_luis_b,I_PBA26715.jpg",I_PBA26715,Meganola sp_san_luis_b,,
"Lobocleta_tenellata,I_PBA26716.jpg",I_PBA26716,Lobocleta tenellata,,
"moth_plume,I_PBA26717.jpg",I_PBA26717,moth plume,,
