Filename,scientificName
"Synchlora_astraeoides,I_PBA25160.jpg",Synchlora astraeoides
"moth_Mocis,I_PBA25161.jpg",Mocis
"moth_Pyralidae,I_PBA25164.jpg",Pyralidae
"moth_Crambidae,I_PBA25166.jpg",Crambidae
"moth_Noctuidae,I_PBA25167.jpg",Noctuidae
"Leptostales_crossii,I_PBA25168.jpg",Leptostales crossii
"Rhabdatomis_laudamia,I_PBA25170.jpg",Rhabdatomis laudamia
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25171.jpg",Hymenia perspectalis
"Nematocampa_completa,I_PBA25173.jpg",Nematocampa completa
"Nephodia_auxesia,I_PBA25174.jpg",Nephodia auxesia
"Iridopsis_validaria,I_PBA25175.jpg",Iridopsis validaria
"Oospila_venezuelata,I_PBA25177.jpg",Oospila venezuelata
"moth_Geometridae,I_PBA25178.jpg",Geometridae
"Idalus_perlineosa,I_PBA25179.jpg",Idalus perlineosa
"moth_Pyralidae,I_PBA25180.jpg",Pyralidae
"Glena_mopsaria,I_PBA25181.jpg",Glena mopsaria
"Dycladia_emerita,I_PBA25182.jpg",Dycladia emerita
"Metanema_bonadea,I_PBA25184.jpg",Metanema bonadea
"Clemensia_leopardina,I_PBA25186.jpg",Clemensia leopardina
"moth_Noctuidae,I_PBA25188.jpg",Noctuidae
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25190.jpg",Crambidia cephalica
"moth_Crambidae,I_PBA25191.jpg",Crambidae
"Crambidia_myrlosea,I_PBA25193.jpg",Crambidia myrlosea
"moth_Noctuidae,I_PBA25194.jpg",Noctuidae
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25195.jpg",Crambidia cephalica
"moth_Crambidae,I_PBA25196.jpg",Crambidae
"moth_Noctuidae,I_PBA25197.jpg",Noctuidae
"moth_Crambidae,I_PBA25199.jpg",Crambidae
"Lobocleta_tenellata,I_PBA25200.jpg",Lobocleta tenellata
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25202.jpg",Crambidia cephalica
"moth_Notodontidae,I_PBA25205.jpg",Notodontidae
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25208.jpg",Crambidia cephalica
"Melese_monima,I_PBA25209.jpg",Melese monima
"moth_Pyralidae,I_PBA25210.jpg",Pyralidae
"Dycladia_emerita,I_PBA25211.jpg",Dycladia emerita
"moth_Geometridae,I_PBA25212.jpg",Geometridae
"Rhabdatomis_laudamia,I_PBA25213.jpg",Rhabdatomis laudamia
"Clemensia_brunneomedia,I_PBA25215.jpg",Clemensia brunneomedia
"moth_Geometridae,I_PBA25217.jpg",Geometridae
"moth_Pyralidae,I_PBA25219.jpg",Pyralidae
"moth_Geometridae,I_PBA25220.jpg",Geometridae
"Eubaphe_unicolor,I_PBA25221.jpg",Eubaphe unicolor
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25222.jpg",Crambidia cephalica
"Rhabdatomis_laudamia,I_PBA25224.jpg",Rhabdatomis laudamia
"Eubaphe_unicolor,I_PBA25226.jpg",Eubaphe unicolor
"moth_Notodontidae,I_PBA25227.jpg",Notodontidae
"Melese_laodamia,I_PBA25230.jpg",Melese laodamia
"moth_Crambidae,I_PBA25231.jpg",Crambidae
"moth_Notodontidae,I_PBA25233.jpg",Notodontidae
"moth_Geometridae,I_PBA25234.jpg",Geometridae
"Leptostales_crossii,I_PBA25239.jpg",Leptostales crossii
"moth_Geometridae,I_PBA25240.jpg",Geometridae
"moth_Noctuidae,I_PBA25241.jpg",Noctuidae
"Nephodia_betala,I_PBA25244.jpg",Nephodia betala
"moth_Sphingidae,I_PBA25246.jpg",Sphingidae
"moth_Crambidae,I_PBA25247.jpg",Crambidae
"Elaphria_hyposcota,I_PBA25248.jpg",Elaphria hyposcota
"Iridopsis_validaria,I_PBA25249.jpg",Iridopsis validaria
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25250.jpg",Crambidia cephalica
"Thysanopyga_carfinia,I_PBA25251.jpg",Thysanopyga carfinia
"Scena_potentia,I_PBA25252.jpg",Scena potentia
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25253.jpg",Crambidia cephalica
"moth_Noctuidae,I_PBA25254.jpg",Noctuidae
"Nephodia_auxesia,I_PBA25255.jpg",Nephodia auxesia
"moth_Pyralidae,I_PBA25257.jpg",Pyralidae
"Aclytia_heber,I_PBA25259.jpg",Aclytia heber
"Feltia_subterranea,_maybe,I_PBA25260.jpg",Feltia subterranea
"moth_Notodontidae,I_PBA25261.jpg",Notodontidae
"Gonodes_liquida,I_PBA25264.jpg",Gonodes liquida
"moth_Noctuidae,I_PBA25266.jpg",Noctuidae
"Clemensia_leopardina,I_PBA25267.jpg",Clemensia leopardina
"moth_Hemiceras,I_PBA25268.jpg",Hemiceras
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25269.jpg",Crambidia cephalica
"Crambidia_myrlosea,I_PBA25272.jpg",Crambidia myrlosea
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25274.jpg",Afrida ydatodes
"moth_Crambidae,I_PBA25275.jpg",Crambidae
"moth_Geometridae,I_PBA25276.jpg",Geometridae
"moth_Geometridae,I_PBA25280.jpg",Geometridae
"moth_Crambidae,I_PBA25281.jpg",Crambidae
"Glena_mopsaria,I_PBA25282.jpg",Glena mopsaria
"Hypercompe_nemophila,I_PBA25283.jpg",Hypercompe nemophila
"moth_Notodontidae,I_PBA25284.jpg",Notodontidae
"Leptostales_crossii,I_PBA25287.jpg",Leptostales crossii
"Nephodia_auxesia,I_PBA25288.jpg",Nephodia auxesia
"moth_Notodontidae,I_PBA25289.jpg",Notodontidae
"moth_Hemiceras,I_PBA25292.jpg",Hemiceras
"Neotherina_imperilla,I_PBA25293.jpg",Neotherina imperilla
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25296.jpg",Crambidia cephalica
"Nemoria_vermiculata,I_PBA25298.jpg",Nemoria vermiculata
"Clemensia_leopardina,I_PBA25299.jpg",Clemensia leopardina
"Oospila_venezuelata,I_PBA25301.jpg",Oospila venezuelata
"Leptostales_crossii,I_PBA25303.jpg",Leptostales crossii
"moth_Notodontidae,I_PBA25305.jpg",Notodontidae
"moth_Noctuidae,I_PBA25306.jpg",Noctuidae
"Oospila_venezuelata,I_PBA25307.jpg",Oospila venezuelata
"moth_Noctuidae,I_PBA25308.jpg",Noctuidae
"Nematocampa_completa,I_PBA25309.jpg",Nematocampa completa
"Lobocleta_tenellata,I_PBA25310.jpg",Lobocleta tenellata
"Lomographa_argentata,I_PBA25311.jpg",Lomographa argentata
"Lobocleta_tenellata,I_PBA25312.jpg",Lobocleta tenellata
"moth_Hemiceras,I_PBA25314.jpg",Hemiceras
"moth_Pyralidae,I_PBA25315.jpg",Pyralidae
"moth_Hemiceras,I_PBA25316.jpg",Hemiceras
"moth_Notodontidae,I_PBA25317.jpg",Notodontidae
"moth_Crambidae,I_PBA25319.jpg",Crambidae
"Nephodia_auxesia,I_PBA25320.jpg",Nephodia auxesia
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25324.jpg",Hymenia perspectalis
"Nemoria_defectiva,I_PBA25325.jpg",Nemoria defectiva
"Hampsonodes_mastoides,I_PBA25326.jpg",Hampsonodes mastoides
"Simopteryx_torquataria,I_PBA25327.jpg",Simopteryx torquataria
"Glena_mopsaria,I_PBA25328.jpg",Glena mopsaria
"moth_Geometridae,I_PBA25330.jpg",Geometridae
"moth_Crambidae,I_PBA25332.jpg",Crambidae
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25334.jpg",Lophosis labeculata
"Clemensia_leopardina,I_PBA25335.jpg",Clemensia leopardina
"Lobocleta_tenellata,I_PBA25336.jpg",Lobocleta tenellata
"moth_Hemiceras,I_PBA25337.jpg",Hemiceras
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25338.jpg",Lophosis labeculata
"moth_Notodontidae,I_PBA25339.jpg",Notodontidae
"Lobocleta_tenellata,I_PBA25341.jpg",Lobocleta tenellata
"Eucereon_xanthoperas,I_PBA25342.jpg",Eucereon xanthoperas
"moth_Notodontidae,I_PBA25343.jpg",Notodontidae
"moth_Geometridae,I_PBA25344.jpg",Geometridae
"Nematocampa_completa,I_PBA25345.jpg",Nematocampa completa
"Leptostales_crossii,I_PBA25346.jpg",Leptostales crossii
"Lobocleta_tenellata,I_PBA25347.jpg",Lobocleta tenellata
"Oospila_venezuelata,I_PBA25348.jpg",Oospila venezuelata
"Nephodia_auxesia,I_PBA25349.jpg",Nephodia auxesia
"moth_Crambidae,I_PBA25350.jpg",Crambidae
"moth_Notodontidae,I_PBA25351.jpg",Notodontidae
"moth_Pyralidae,I_PBA25354.jpg",Pyralidae
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25355.jpg",Crambidia cephalica
"moth_Geometridae,I_PBA25357.jpg",Geometridae
"moth_Geometridae,I_PBA25358.jpg",Geometridae
"moth_Notodontidae,I_PBA25360.jpg",Notodontidae
"Hypercompe_nemophila,I_PBA25362.jpg",Hypercompe nemophila
"Clemensia_leopardina,I_PBA25364.jpg",Clemensia leopardina
"Dycladia_emerita,I_PBA25369.jpg",Dycladia emerita
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25373.jpg",Crambidia cephalica
"Hypercompe_nemophila,I_PBA25376.jpg",Hypercompe nemophila
"Aclytia_heber,I_PBA25377.jpg",Aclytia heber
"moth_Noctuidae,I_PBA25381.jpg",Noctuidae
"Synchlora_gerularia,I_PBA25389.jpg",Synchlora gerularia
"Trygodes_amphion,I_PBA25392.jpg",Trygodes amphion
"Rhabdatomis_laudamia,I_PBA25394.jpg",Rhabdatomis laudamia
"moth_Notodontidae,I_PBA25395.jpg",Notodontidae
"Synchlora_dependens,I_PBA25397.jpg",Synchlora dependens
"Glena_mopsaria,I_PBA25398.jpg",Glena mopsaria
"moth_Pyralidae,I_PBA25399.jpg",Pyralidae
"Lomographa_argentata,I_PBA25401.jpg",Lomographa argentata
"Rhabdatomis_laudamia,I_PBA25405.jpg",Rhabdatomis laudamia
"moth_Pyralidae,I_PBA25406.jpg",Pyralidae
"moth_Geometridae,I_PBA25415.jpg",Geometridae
"moth_Crambidae,I_PBA25416.jpg",Crambidae
"moth_Palthis,I_PBA25417.jpg",Palthis
"moth_Crambidae,I_PBA25418.jpg",Crambidae
"Patalene_aenetusaria,I_PBA25419.jpg",Patalene aenetusaria
"moth_Pyralidae,I_PBA25420.jpg",Pyralidae
"Rhabdatomis_laudamia,I_PBA25421.jpg",Rhabdatomis laudamia
"Clemensia_brunneomedia,I_PBA25422.jpg",Clemensia brunneomedia
"Rhabdatomis_laudamia,I_PBA25424.jpg",Rhabdatomis laudamia
"moth_Pyralidae,I_PBA25425.jpg",Pyralidae
"Nephodia_auxesia,I_PBA25426.jpg",Nephodia auxesia
"Leptostales_crossii,I_PBA25427.jpg",Leptostales crossii
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25428.jpg",Crambidia cephalica
"Brachurapteryx_tesserata,I_PBA25429.jpg",Brachurapteryx tesserata
"moth_Geometridae,I_PBA25430.jpg",Geometridae
"Patalene_aenetusaria,I_PBA25432.jpg",Patalene aenetusaria
"moth_Geometridae,I_PBA25433.jpg",Geometridae
"Melese_laodamia,I_PBA25434.jpg",Melese laodamia
"moth_Noctuidae,I_PBA25435.jpg",Noctuidae
"Nephodia_auxesia,I_PBA25436.jpg",Nephodia auxesia
"moth_Pyralidae,I_PBA25437.jpg",Pyralidae
"Trygodes_amphion,I_PBA25438.jpg",Trygodes amphion
"Lobocleta_tenellata,I_PBA25439.jpg",Lobocleta tenellata
"moth_Noctuidae,I_PBA25440.jpg",Noctuidae
"Simena_luctifera,I_PBA25441.jpg",Simena luctifera
"Iridopsis_validaria,I_PBA25442.jpg",Iridopsis validaria
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25443.jpg",Hymenia perspectalis
"moth_Hemiceras,I_PBA25444.jpg",Hemiceras
"Micrathetis_dasarada,I_PBA25445.jpg",Micrathetis dasarada
"Epimecis_semicompleta,I_PBA25447.jpg",Epimecis semicompleta
"Nematocampa_completa,I_PBA25448.jpg",Nematocampa completa
"Nematocampa_completa,I_PBA25450.jpg",Nematocampa completa
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25451.jpg",Afrida ydatodes
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25454.jpg",Hymenia perspectalis
"moth_Hemiceras,I_PBA25455.jpg",Hemiceras
"Nephodia_auxesia,I_PBA25456.jpg",Nephodia auxesia
"moth_Pyralidae,I_PBA25457.jpg",Pyralidae
"Antiblemma_pira,I_PBA25458.jpg",Antiblemma pira
"moth_Notodontidae,I_PBA25459.jpg",Notodontidae
"Nephodia_auxesia,I_PBA25460.jpg",Nephodia auxesia
"moth_Noctuidae,I_PBA25461.jpg",Noctuidae
"moth_Notodontidae,I_PBA25462.jpg",Notodontidae
"Nemoria_vermiculata,I_PBA25463.jpg",Nemoria vermiculata
"moth_Notodontidae,I_PBA25464.jpg",Notodontidae
"moth_Lascoria,I_PBA25466.jpg",Lascoria
"Metanema_bonadea,I_PBA25467.jpg",Metanema bonadea
"Nematocampa_completa,I_PBA25468.jpg",Nematocampa completa
"moth_Noctuidae,I_PBA25470.jpg",Noctuidae
"Elaphria_subobliqua,I_PBA25471.jpg",Elaphria subobliqua
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25473.jpg",Hymenia perspectalis
"Nematocampa_completa,I_PBA25474.jpg",Nematocampa completa
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25475.jpg",Afrida ydatodes
"Nephodia_auxesia,I_PBA25477.jpg",Nephodia auxesia
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25478.jpg",Lophosis labeculata
"moth_Arctiidae,I_PBA25479.jpg",Arctiidae
"moth_Crambidae,I_PBA25480.jpg",Crambidae
"Glena_mopsaria,I_PBA25481.jpg",Glena mopsaria
"Nematocampa_completa,I_PBA25482.jpg",Nematocampa completa
"Metanema_bonadea,I_PBA25483.jpg",Metanema bonadea
"Lobocleta_tenellata,I_PBA25484.jpg",Lobocleta tenellata
"Epimecis_semicompleta,I_PBA25485.jpg",Epimecis semicompleta
"Nemoria_defectiva,I_PBA25486.jpg",Nemoria defectiva
"Hymenia_perspectalis,_Spotted_Beet_Webworm_Moth,I_PBA25488.jpg",Hymenia perspectalis
"Trygodes_amphion,I_PBA25489.jpg",Trygodes amphion
"moth_Noctuidae,I_PBA25490.jpg",Noctuidae
"Anisoperas_atropunctaria,I_PBA25491.jpg",Anisoperas atropunctaria
"moth_Hemiceras,I_PBA25492.jpg",Hemiceras
"moth_Geometridae,I_PBA25493.jpg",Geometridae
"moth_Pyralidae,I_PBA25494.jpg",Pyralidae
"moth_Pyralidae,I_PBA25496.jpg",Pyralidae
"moth_Noctuidae,I_PBA25497.jpg",Noctuidae
"Nephodia_betala,I_PBA25498.jpg",Nephodia betala
"Clemensia_leopardina,I_PBA25499.jpg",Clemensia leopardina
"Lomographa_argentata,I_PBA25502.jpg",Lomographa argentata
"moth_Noctuidae,I_PBA25504.jpg",Noctuidae
"moth_Geometridae,I_PBA25505.jpg",Geometridae
"Rhabdatomis_laudamia,I_PBA25506.jpg",Rhabdatomis laudamia
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25507.jpg",Crambidia cephalica
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25511.jpg",Crambidia cephalica
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25512.jpg",Crambidia cephalica
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25514.jpg",Crambidia cephalica
"moth_Pyralidae,I_PBA25519.jpg",Pyralidae
"moth_Notodontidae,I_PBA25520.jpg",Notodontidae
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25522.jpg",Crambidia cephalica
"moth_Notodontidae,I_PBA25524.jpg",Notodontidae
"Hypercompe_nemophila,I_PBA25525.jpg",Hypercompe nemophila
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25527.jpg",Crambidia cephalica
"Dycladia_emerita,I_PBA25528.jpg",Dycladia emerita
"moth_Noctuidae,I_PBA25529.jpg",Noctuidae
"Leptostales_crossii,I_PBA25537.jpg",Leptostales crossii
"Crambidia_cephalica,_Yellow-headed_Lichen_Moth,I_PBA25539.jpg",Crambidia cephalica
"Rhabdatomis_laudamia,I_PBA25546.jpg",Rhabdatomis laudamia
"Lomographa_argentata,I_PBA25548.jpg",Lomographa argentata
"moth_Geometridae,I_PBA25554.jpg",Geometridae
"Nephodia_auxesia,I_PBA25557.jpg",Nephodia auxesia
"moth_Notodontidae,I_PBA25558.jpg",Notodontidae
"Lomographa_argentata,I_PBA25560.jpg",Lomographa argentata
"moth_Crambidae,I_PBA25563.jpg",Crambidae
"moth_Noctuidae,I_PBA25564.jpg",Noctuidae
"moth_Hemiceras,I_PBA25566.jpg",Hemiceras
"Nematocampa_completa,I_PBA25567.jpg",Nematocampa completa
"Dyspteris_tenuivitta,I_PBA25568.jpg",Dyspteris tenuivitta
"Brachurapteryx_tesserata,I_PBA25570.jpg",Brachurapteryx tesserata
"Rhabdatomis_laudamia,I_PBA25571.jpg",Rhabdatomis laudamia
"Crambidia_cephalica,I_PBA25573.jpg",Crambidia cephalica
"Glena_mopsaria,I_PBA25575.jpg",Glena mopsaria
"Neotherina_imperilla,I_PBA25576.jpg",Neotherina imperilla
"Anycles_adusta,I_PBA25578.jpg",Anycles adusta
"Napata_lelex,I_PBA25579.jpg",Napata lelex
"Rhabdatomis_laudamia,I_PBA25582.jpg",Rhabdatomis laudamia
"moth_Crambidae,I_PBA25583.jpg",Crambidae
"Eucereon_xanthoperas,I_PBA25584.jpg",Eucereon xanthoperas
"Opisthoxia_miletia,I_PBA25585.jpg",Opisthoxia miletia
"Lomographa_argentata,I_PBA25590.jpg",Lomographa argentata
"Synchlora_dependens,I_PBA25591.jpg",Synchlora dependens
"Nephodia_auxesia,I_PBA25592.jpg",Nephodia auxesia
"Synchlora_dependens,I_PBA25593.jpg",Synchlora dependens
"Nematocampa_completa,I_PBA25594.jpg",Nematocampa completa
"Thysanopyga_carfinia,I_PBA25596.jpg",Thysanopyga carfinia
"Oospila_venezuelata,I_PBA25597.jpg",Oospila venezuelata
"moth_Pyralidae,I_PBA25599.jpg",Pyralidae
"Nematocampa_completa,I_PBA25600.jpg",Nematocampa completa
"moth_Geometridae,I_PBA25601.jpg",Geometridae
"moth_Noctuidae,I_PBA25602.jpg",Noctuidae
"Lophosis_labeculata,_Stained_Lophosis_Moth,I_PBA25606.jpg",Lophosis labeculata
"Ametris_nitocris,I_PBA25607.jpg",Ametris nitocris
"Idaea_subfervens,I_PBA25609.jpg",Idaea subfervens
"moth_Noctuidae,I_PBA25611.jpg",Noctuidae
"moth_Geometridae,I_PBA25612.jpg",Geometridae
"moth_Notodontidae,I_PBA25613.jpg",Notodontidae
"moth_Notodontidae,I_PBA25617.jpg",Notodontidae
"moth_Notodontidae,I_PBA25618.jpg",Notodontidae
"moth_Noctuidae,I_PBA25619.jpg",Noctuidae
"Afrida_ydatodes,_Dyars_Lichen_Moth,I_PBA25622.jpg",Afrida ydatodes
"Glena_mopsaria,I_PBA25627.jpg",Glena mopsaria
"Elaphria_hyposcota,I_PBA25628.jpg",Elaphria hyposcota
"moth_Pyralidae,I_PBA25630.jpg",Pyralidae
"moth_Sphingidae,I_PBA25631.jpg",Sphingidae
"moth_Pyralidae,I_PBA25632.jpg",Pyralidae
